"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"CDK2"	2.30969282712613e-291	0.376279904669513	0.3	0.048	4.38518280158167e-287	"Cycling B"	"CDK2"
"BARD1"	9.00278469931606e-291	0.40536777168538	0.391	0.096	1.70926870301215e-286	"Cycling B"	"BARD1"
"PPM1G"	1.00902244329326e-288	0.572318143152852	0.745	0.389	1.91573001083659e-284	"Cycling B"	"PPM1G"
"RPL35"	2.5344903249899e-287	0.451159988192478	0.997	0.965	4.81198333102582e-283	"Cycling B"	"RPL35"
"H2AFJ"	4.22153353980226e-286	0.452410346629931	0.418	0.116	8.01500357866856e-282	"Cycling B"	"H2AFJ"
"MSH2"	1.02264641419024e-285	0.436126018963488	0.373	0.09	1.94159648198159e-281	"Cycling B"	"MSH2"
"NUDT21"	6.44980653305464e-284	0.558796524268796	0.736	0.371	1.22456026836575e-279	"Cycling B"	"NUDT21"
"TTK"	8.04631725423272e-284	0.34692955363608	0.202	0.007	1.52767379388862e-279	"Cycling B"	"TTK"
"HNRNPA3"	1.18006652850136e-283	0.596010409244442	0.91	0.669	2.24047431101268e-279	"Cycling B"	"HNRNPA3"
"HIST1H1C"	5.31514464971607e-283	0.719305557942157	0.43	0.13	1.00913336319509e-278	"Cycling B"	"HIST1H1C"
"PAQR4"	1.87996547167002e-282	0.360541833796108	0.238	0.022	3.56930244451269e-278	"Cycling B"	"PAQR4"
"VPS29"	8.04880538190324e-282	0.516379499677128	0.714	0.339	1.52814618980815e-277	"Cycling B"	"VPS29"
"EIF4A3"	4.55613583777204e-281	0.487331814736258	0.521	0.184	8.650279501594e-277	"Cycling B"	"EIF4A3"
"HAT1"	2.66937602892914e-280	0.425669495591146	0.418	0.118	5.06807732852487e-276	"Cycling B"	"HAT1"
"TOMM5"	1.01565731321511e-279	0.609333795081994	0.796	0.455	1.92832697487021e-275	"Cycling B"	"TOMM5"
"SPDL1"	3.3699928971993e-279	0.3521479480554	0.245	0.026	6.39826851462258e-275	"Cycling B"	"SPDL1"
"HIST2H2AC"	3.27631276729819e-278	0.502502654859937	0.295	0.051	6.22040741999234e-274	"Cycling B"	"HIST2H2AC"
"RMI2"	4.1548374542454e-278	0.553894347065658	0.423	0.129	7.88837439063032e-274	"Cycling B"	"RMI2"
"PAFAH1B3"	4.75888250716343e-277	0.405245329214103	0.449	0.138	9.03521432810049e-273	"Cycling B"	"PAFAH1B3"
"MTFR2"	5.90252120604686e-277	0.279156164301266	0.193	0.005	1.12065267618006e-272	"Cycling B"	"MTFR2"
"GSTP1"	2.79966509978697e-276	0.622121076448379	0.933	0.759	5.31544415845554e-272	"Cycling B"	"GSTP1"
"VIM"	9.63894116206846e-275	0.933061921441529	0.504	0.189	1.83004936903032e-270	"Cycling B"	"VIM"
"PTGES3"	2.86155999971869e-274	0.602609467714904	0.825	0.502	5.43295781546591e-270	"Cycling B"	"PTGES3"
"KIF20A"	5.29076064105321e-273	0.461004157365434	0.188	0.004	1.00450381531036e-268	"Cycling B"	"KIF20A"
"POLD1"	1.0298615582269e-271	0.36697381717095	0.278	0.043	1.95529515444959e-267	"Cycling B"	"POLD1"
"MCM10"	1.1594658935553e-271	0.310274691624289	0.183	0.002	2.20136194550409e-267	"Cycling B"	"MCM10"
"EBP"	3.1043497394557e-271	0.334451780114674	0.302	0.055	5.89391841533059e-267	"Cycling B"	"EBP"
"ALYREF"	2.07838930238303e-270	0.349803387197731	0.287	0.048	3.94602992950442e-266	"Cycling B"	"ALYREF"
"PARPBP"	4.76251129118992e-270	0.333101984645854	0.231	0.022	9.04210393745318e-266	"Cycling B"	"PARPBP"
"DDB2"	8.50167693061757e-270	0.347176743204833	0.341	0.075	1.61412838204705e-265	"Cycling B"	"DDB2"
"FAM111A"	9.97831897359775e-270	0.401211264048354	0.385	0.102	1.89448364032727e-265	"Cycling B"	"FAM111A"
"RCCD1"	1.91879881537499e-269	0.367881815464682	0.294	0.052	3.64303143087096e-265	"Cycling B"	"RCCD1"
"NAP1L1"	2.13550499803681e-269	0.559688384597645	0.883	0.606	4.05446978927268e-265	"Cycling B"	"NAP1L1"
"DONSON"	4.78999118059554e-268	0.295044178038858	0.218	0.017	9.0942772554787e-264	"Cycling B"	"DONSON"
"ACYP1"	6.49343457305576e-268	0.372109250692035	0.354	0.085	1.23284348804037e-263	"Cycling B"	"ACYP1"
"AHCY"	1.51358617004991e-267	0.493853224439197	0.538	0.206	2.87369470245676e-263	"Cycling B"	"AHCY"
"COMTD1"	3.09976717506435e-267	0.333172604735933	0.281	0.046	5.88521795857718e-263	"Cycling B"	"COMTD1"
"E2F1"	8.86978441445228e-267	0.35942236015162	0.236	0.025	1.68401726892791e-262	"Cycling B"	"E2F1"
"PSMC3"	1.25302194153183e-265	0.445379713287153	0.571	0.223	2.37898745819234e-261	"Cycling B"	"PSMC3"
"DBF4"	1.42076405072333e-265	0.423451039886024	0.488	0.166	2.69746262670332e-261	"Cycling B"	"DBF4"
"MRPL57"	8.78847132846442e-265	0.469780360073469	0.65	0.288	1.66857916642226e-260	"Cycling B"	"MRPL57"
"OXCT1"	1.03289116659427e-264	0.359451948717663	0.374	0.096	1.96104716889587e-260	"Cycling B"	"OXCT1"
"FANCB"	3.48053363330503e-263	0.317338781643189	0.227	0.022	6.60814115619292e-259	"Cycling B"	"FANCB"
"HIST1H2AJ"	2.47246027939164e-262	0.380801123020048	0.183	0.005	4.69421308645297e-258	"Cycling B"	"HIST1H2AJ"
"CCND3"	6.70313190215067e-262	0.590339052677067	0.762	0.42	1.27265662294233e-257	"Cycling B"	"CCND3"
"GPX4"	2.12791856903777e-261	0.548084888866533	0.806	0.459	4.04006619517511e-257	"Cycling B"	"GPX4"
"CMC2"	2.41962612319475e-261	0.383462074245854	0.524	0.19	4.59390215749755e-257	"Cycling B"	"CMC2"
"PRIM1"	5.25152099473051e-261	0.327047293584566	0.274	0.044	9.97053776059534e-257	"Cycling B"	"PRIM1"
"CFL1"	1.1149116413084e-260	0.388761272212185	0.995	0.973	2.11677124218813e-256	"Cycling B"	"CFL1"
"FDPS"	2.44893348723844e-260	0.470425093036189	0.59	0.247	4.6495451188709e-256	"Cycling B"	"FDPS"
"RUVBL2"	1.04532037846397e-259	0.41054543256593	0.472	0.159	1.9846452705517e-255	"Cycling B"	"RUVBL2"
"WDR62"	7.51150171746684e-259	0.282871504238547	0.181	0.005	1.42613371607825e-254	"Cycling B"	"WDR62"
"LMNB2"	3.25199982843918e-258	0.352246132832849	0.29	0.053	6.17424687427463e-254	"Cycling B"	"LMNB2"
"FANCD2"	8.32543878141001e-258	0.32513660630181	0.273	0.044	1.5806678070385e-253	"Cycling B"	"FANCD2"
"POLE3"	8.49219754250595e-258	0.42470865812868	0.528	0.198	1.61232862542018e-253	"Cycling B"	"POLE3"
"UQCRQ"	1.70505279516868e-257	0.549146218266867	0.867	0.575	3.23721323690726e-253	"Cycling B"	"UQCRQ"
"PSIP1"	3.60117457279537e-257	0.591145627491075	0.768	0.438	6.83719004390929e-253	"Cycling B"	"PSIP1"
"PTBP1"	4.69955394696477e-256	0.475986380449408	0.648	0.298	8.92257312370731e-252	"Cycling B"	"PTBP1"
"NEK2"	5.3602912646556e-256	0.359077983651268	0.179	0.005	1.01770489950751e-251	"Cycling B"	"NEK2"
"SAMD1"	1.5123216040604e-255	0.325296186283614	0.238	0.029	2.87129379746907e-251	"Cycling B"	"SAMD1"
"DLEU2"	2.43128300507554e-255	0.346535782302521	0.371	0.096	4.61603391343641e-251	"Cycling B"	"DLEU2"
"CEP78"	4.19779210471095e-255	0.29154249277902	0.227	0.024	7.96992809000421e-251	"Cycling B"	"CEP78"
"IMMP1L"	8.03004493515009e-255	0.354064511254796	0.4	0.115	1.5245843313876e-250	"Cycling B"	"IMMP1L"
"COX5A"	1.24130865479779e-254	0.526268364552411	0.911	0.688	2.35674861199909e-250	"Cycling B"	"COX5A"
"HMGXB4"	2.41140445420229e-254	0.326658217718565	0.324	0.072	4.57829249674847e-250	"Cycling B"	"HMGXB4"
"SHMT1"	5.29612576456157e-254	0.320332961066118	0.269	0.044	1.00552243765966e-249	"Cycling B"	"SHMT1"
"PMVK"	7.17789950634607e-254	0.419311777770938	0.564	0.224	1.36279600027487e-249	"Cycling B"	"PMVK"
"ITGB3BP"	1.86500342432912e-253	0.41654088669095	0.398	0.118	3.54089550143126e-249	"Cycling B"	"ITGB3BP"
"VDAC3"	6.3881198567008e-253	0.384754404107692	0.428	0.134	1.21284843599321e-248	"Cycling B"	"VDAC3"
"IMPDH2"	1.45532063311346e-251	0.541305537426998	0.696	0.349	2.76307175402922e-247	"Cycling B"	"IMPDH2"
"HIST1H3G"	1.6308510054984e-251	0.469746789422219	0.193	0.011	3.09633371903926e-247	"Cycling B"	"HIST1H3G"
"MRPL17"	1.40815423506806e-249	0.366448344291679	0.369	0.099	2.67352163070021e-245	"Cycling B"	"MRPL17"
"KIF18B"	8.41780775836698e-249	0.291864905509767	0.17	0.003	1.59820498100355e-244	"Cycling B"	"KIF18B"
"ERH"	9.98562577225235e-249	0.530171106780608	0.884	0.612	1.89587090911983e-244	"Cycling B"	"ERH"
"STIL"	1.04459973105125e-248	0.293371255640128	0.184	0.008	1.98327704937391e-244	"Cycling B"	"STIL"
"PRR11"	1.4181165927522e-248	0.30070931614177	0.22	0.023	2.69243616299932e-244	"Cycling B"	"PRR11"
"TTF2"	1.76551815049751e-248	0.310518692870627	0.278	0.05	3.35201276053457e-244	"Cycling B"	"TTF2"
"TIMM10"	3.63563788832085e-248	0.454488602120402	0.556	0.23	6.90262209476597e-244	"Cycling B"	"TIMM10"
"HIST1H1E"	8.40202686171704e-248	1.01070759580774	0.498	0.203	1.5952088199656e-243	"Cycling B"	"HIST1H1E"
"COPS3"	1.06416933450143e-247	0.411330894367433	0.525	0.2	2.02043189848442e-243	"Cycling B"	"COPS3"
"CHAF1B"	8.15953365174412e-243	0.279045434079544	0.179	0.007	1.54916905912014e-238	"Cycling B"	"CHAF1B"
"KIF18A"	9.68727619357189e-243	0.321000688533135	0.227	0.028	1.83922625811156e-238	"Cycling B"	"KIF18A"
"TIPIN"	1.27413010772938e-242	0.305737865790469	0.266	0.046	2.419063422535e-238	"Cycling B"	"TIPIN"
"GMPS"	1.34115284253409e-242	0.364143235137144	0.413	0.128	2.54631278683522e-238	"Cycling B"	"GMPS"
"KNTC1"	6.59000628718024e-242	0.325803784847287	0.261	0.044	1.25117859368404e-237	"Cycling B"	"KNTC1"
"KHSRP"	1.0228606129979e-241	0.333848339017326	0.387	0.112	1.9420031598378e-237	"Cycling B"	"KHSRP"
"COX17"	1.25968694105538e-241	0.526032050802458	0.825	0.501	2.39164162628774e-237	"Cycling B"	"COX17"
"HNRNPR"	3.45302188799748e-241	0.504683599082968	0.758	0.414	6.55590735655201e-237	"Cycling B"	"HNRNPR"
"UFD1"	2.77315519696757e-240	0.381582828080677	0.524	0.201	5.26511245696262e-236	"Cycling B"	"UFD1"
"SNRPE"	2.94041548269903e-240	0.553833148368741	0.786	0.464	5.58267283545237e-236	"Cycling B"	"SNRPE"
"SMC3"	2.94358267486065e-240	0.460100753277006	0.602	0.269	5.58868606649042e-236	"Cycling B"	"SMC3"
"SUMO3"	3.16843262015553e-239	0.415437411716309	0.582	0.245	6.01558617262728e-235	"Cycling B"	"SUMO3"
"DHRS4L2"	1.56881915316425e-238	0.323776011507038	0.274	0.052	2.97856004419764e-234	"Cycling B"	"DHRS4L2"
"SMS"	2.39856462381072e-238	0.449614192611945	0.683	0.333	4.55391479476703e-234	"Cycling B"	"SMS"
"SNRPF"	4.98312767870321e-238	0.533345216043605	0.846	0.544	9.46096621078592e-234	"Cycling B"	"SNRPF"
"BAZ1B"	5.9791279485871e-238	0.386220489976778	0.459	0.162	1.13519723231875e-233	"Cycling B"	"BAZ1B"
"DERA"	6.62914045047217e-238	0.331996493568158	0.401	0.122	1.25860860592665e-233	"Cycling B"	"DERA"
"CBX1"	1.10089607239642e-237	0.335798067732736	0.426	0.138	2.09016128305185e-233	"Cycling B"	"CBX1"
"CSE1L"	2.48758050968466e-237	0.308825902249869	0.301	0.066	4.7229203556873e-233	"Cycling B"	"CSE1L"
"THOC3"	2.08022114128124e-236	0.365702979605632	0.508	0.191	3.94950785883656e-232	"Cycling B"	"THOC3"
"EMC9"	3.70611341411236e-236	0.309800343451885	0.28	0.055	7.03642692803373e-232	"Cycling B"	"EMC9"
"HDGF"	3.87113214577046e-236	0.329062544205416	0.371	0.106	7.34973149195979e-232	"Cycling B"	"HDGF"
"MSH6"	2.12716048693354e-235	0.423594789059496	0.547	0.224	4.03862690049203e-231	"Cycling B"	"MSH6"
"EXO1"	3.34853658530851e-235	0.263598646479254	0.164	0.003	6.35753156086673e-231	"Cycling B"	"EXO1"
"ORC1"	5.50591940398178e-235	0.244623323651737	0.172	0.006	1.04535385803998e-230	"Cycling B"	"ORC1"
"FANCG"	8.93022418020231e-235	0.25605783798153	0.196	0.016	1.69549236285321e-230	"Cycling B"	"FANCG"
"PSRC1"	1.12476014483299e-234	0.385521145336687	0.169	0.005	2.13546961097991e-230	"Cycling B"	"PSRC1"
"WDHD1"	8.29134073363623e-234	0.274907510311274	0.218	0.026	1.57419395168817e-229	"Cycling B"	"WDHD1"
"FAM72B"	1.34918837156817e-233	0.333916561488126	0.176	0.009	2.56156904225933e-229	"Cycling B"	"FAM72B"
"SRSF10"	3.38665296752153e-233	0.524603862937361	0.809	0.501	6.42989932413637e-229	"Cycling B"	"SRSF10"
"ATP5PF"	3.58703206126977e-233	0.497701849207856	0.902	0.657	6.81033907152678e-229	"Cycling B"	"ATP5PF"
"HLTF"	5.18719248378745e-233	0.327359142104952	0.36	0.1	9.84840364971886e-229	"Cycling B"	"HLTF"
"CENPP"	6.42514515703752e-233	0.271175536033338	0.206	0.021	1.21987805951514e-228	"Cycling B"	"CENPP"
"NUCB2"	2.1251891268969e-232	0.29804706849569	0.246	0.039	4.03488407632645e-228	"Cycling B"	"NUCB2"
"POLD2"	7.45585940990894e-232	0.389058004968759	0.461	0.166	1.41556946756531e-227	"Cycling B"	"POLD2"
"RANGAP1"	1.25947590680603e-231	0.300569809321813	0.24	0.037	2.39124095666193e-227	"Cycling B"	"RANGAP1"
"GPSM2"	1.8376340161719e-231	0.323976294408854	0.222	0.028	3.48893194310396e-227	"Cycling B"	"GPSM2"
"SNRNP40"	8.30330634006814e-231	0.365453534014164	0.511	0.198	1.57646574172534e-226	"Cycling B"	"SNRNP40"
"RECQL4"	1.36015268583522e-230	0.258778867595692	0.167	0.006	2.58238588932675e-226	"Cycling B"	"RECQL4"
"PKM"	6.96022713850017e-230	0.52193970647836	0.942	0.743	1.32146872451564e-225	"Cycling B"	"PKM"
"PDCD5"	3.27446650881931e-229	0.485008845508583	0.563	0.248	6.21690211364434e-225	"Cycling B"	"PDCD5"
"POLH"	1.91482911140333e-228	0.40330398611141	0.312	0.077	3.63549455091036e-224	"Cycling B"	"POLH"
"ZWILCH"	2.63361541437096e-228	0.260434783519984	0.225	0.03	5.00018222572471e-224	"Cycling B"	"ZWILCH"
"TUBB2A"	5.43660062335006e-228	0.444378308467334	0.449	0.163	1.03219299434924e-223	"Cycling B"	"TUBB2A"
"WDR34"	1.08182662316182e-227	0.361127131193208	0.436	0.148	2.05395602673502e-223	"Cycling B"	"WDR34"
"CENPJ"	1.40129946744283e-227	0.283333199032289	0.193	0.017	2.66050716888696e-223	"Cycling B"	"CENPJ"
"ENY2"	2.99001611737305e-227	0.484934164821585	0.755	0.418	5.67684460044448e-223	"Cycling B"	"ENY2"
"ACTL6A"	7.33984673517523e-227	0.311738676100924	0.406	0.129	1.39354330114037e-222	"Cycling B"	"ACTL6A"
"CIT"	8.35948534242664e-227	0.257424256700384	0.167	0.006	1.58713188711312e-222	"Cycling B"	"CIT"
"GSTO1"	4.50313085833729e-226	0.364771999146407	0.442	0.154	8.54964424763917e-222	"Cycling B"	"GSTO1"
"CDK5RAP2"	1.99793809231707e-225	0.303855738576487	0.303	0.071	3.79328526207319e-221	"Cycling B"	"CDK5RAP2"
"MASTL"	4.61872863746574e-225	0.264083546899434	0.191	0.017	8.76911819109246e-221	"Cycling B"	"MASTL"
"PPIF"	8.50655919933471e-225	0.332845872701444	0.336	0.091	1.61505532958569e-220	"Cycling B"	"PPIF"
"RFWD3"	2.76861272675091e-224	0.27424938538326	0.223	0.031	5.25648812300928e-220	"Cycling B"	"RFWD3"
"SLC20A1"	5.11913392977327e-224	0.351022328506258	0.317	0.081	9.71918767906752e-220	"Cycling B"	"SLC20A1"
"HNRNPD"	1.15469568510173e-223	0.496129733930602	0.734	0.412	2.19230522773414e-219	"Cycling B"	"HNRNPD"
"ESPL1"	1.77696235275593e-223	0.255325352855073	0.156	0.003	3.3737407229424e-219	"Cycling B"	"ESPL1"
"SNRPC"	3.12645355472209e-223	0.469062713688138	0.756	0.421	5.93588471899536e-219	"Cycling B"	"SNRPC"
"FAM83D"	3.68894439452566e-223	0.279830538796656	0.182	0.013	7.00382982744641e-219	"Cycling B"	"FAM83D"
"PPIH"	4.06164211761208e-223	0.367832507484866	0.576	0.246	7.7114337244983e-219	"Cycling B"	"PPIH"
"DAZAP1"	4.56268466052545e-223	0.417743115239839	0.521	0.216	8.66271309647361e-219	"Cycling B"	"DAZAP1"
"XRCC5"	2.37331053236731e-222	0.487895331516828	0.731	0.398	4.50596737675258e-218	"Cycling B"	"XRCC5"
"HIST2H2AB"	1.34332777027911e-221	0.418981147631555	0.162	0.006	2.55044210465192e-217	"Cycling B"	"HIST2H2AB"
"ARL6IP1"	1.69665965724752e-221	0.658872501982345	0.483	0.199	3.22127802525014e-217	"Cycling B"	"ARL6IP1"
"ACAA2"	1.80771326335726e-221	0.301306906228829	0.364	0.107	3.43212440181009e-217	"Cycling B"	"ACAA2"
"NDUFB6"	2.63519192597515e-221	0.473078044784141	0.668	0.34	5.00317539065641e-217	"Cycling B"	"NDUFB6"
"C1orf112"	6.03368788788976e-221	0.247699253995243	0.19	0.017	1.14555598239475e-216	"Cycling B"	"C1orf112"
"POLE2"	2.09367760009733e-220	0.236673657663346	0.162	0.006	3.9750562915448e-216	"Cycling B"	"POLE2"
"POLE"	2.53858147681557e-220	0.272145309447012	0.201	0.022	4.81975079188205e-216	"Cycling B"	"POLE"
"DCK"	7.71339779710046e-220	0.598466915285162	0.758	0.447	1.46446570575749e-215	"Cycling B"	"DCK"
"ATP5MC3"	3.13972694378749e-219	0.477993305174319	0.94	0.77	5.96108557547494e-215	"Cycling B"	"ATP5MC3"
"MRPS6"	4.98064939194394e-219	0.447303881536977	0.709	0.37	9.45626093554476e-215	"Cycling B"	"MRPS6"
"MMS22L"	1.71193298045139e-218	0.288498271039352	0.235	0.039	3.25027595668501e-214	"Cycling B"	"MMS22L"
"HNRNPA0"	2.21515775114803e-218	0.518644671926578	0.8	0.516	4.20569850632964e-214	"Cycling B"	"HNRNPA0"
"HAUS1"	6.22971402183465e-218	0.363629168525648	0.509	0.203	1.18277350418553e-213	"Cycling B"	"HAUS1"
"ZBTB8OS"	1.48185179420812e-217	0.401704453412154	0.591	0.262	2.81344381648354e-213	"Cycling B"	"ZBTB8OS"
"SMARCA4"	2.00857065895682e-217	0.421652744862181	0.566	0.251	3.81347225309542e-213	"Cycling B"	"SMARCA4"
"TEDC2"	3.37575010459014e-217	0.242925292514383	0.169	0.01	6.40919914857484e-213	"Cycling B"	"TEDC2"
"ENO1"	1.59986498269858e-216	0.631949631275223	0.865	0.611	3.03750365615153e-212	"Cycling B"	"ENO1"
"HIST1H2AI"	4.79293795112209e-216	0.382362543573509	0.155	0.005	9.09987199400041e-212	"Cycling B"	"HIST1H2AI"
"DNA2"	3.13346791193942e-215	0.256885858184443	0.172	0.011	5.94920217760818e-211	"Cycling B"	"DNA2"
"ANP32B"	8.38774937973487e-215	0.439683598131515	0.962	0.839	1.59249809723646e-210	"Cycling B"	"ANP32B"
"CNTRL"	2.01168165988565e-214	0.421063409606108	0.586	0.267	3.81937879945889e-210	"Cycling B"	"CNTRL"
"NUDT15"	4.13986295050756e-213	0.257732308590238	0.246	0.045	7.85994379783366e-209	"Cycling B"	"NUDT15"
"RBL1"	4.51074310869469e-213	0.286038149707786	0.248	0.046	8.56409686616773e-209	"Cycling B"	"RBL1"
"PIN1"	4.61556548896315e-213	0.372947930553353	0.58	0.259	8.76311263734544e-209	"Cycling B"	"PIN1"
"GLO1"	5.4218047294552e-213	0.317248020575201	0.455	0.168	1.02938384593436e-208	"Cycling B"	"GLO1"
"C1orf35"	8.99184951770187e-213	0.295457194279457	0.327	0.09	1.70719254943088e-208	"Cycling B"	"C1orf35"
"BOLA3"	5.96476090699472e-212	0.371147495630182	0.47	0.181	1.13246950580202e-207	"Cycling B"	"BOLA3"
"NDUFB1"	4.32622807493872e-211	0.481354043228105	0.804	0.493	8.21377662307864e-207	"Cycling B"	"NDUFB1"
"POLR2H"	6.51905670811231e-211	0.343830892043971	0.42	0.148	1.2377081066022e-206	"Cycling B"	"POLR2H"
"CCNE2"	7.48021530398021e-211	0.321333642633316	0.187	0.019	1.42019367761368e-206	"Cycling B"	"CCNE2"
"GINS1"	1.10168798193921e-210	0.234199886779299	0.159	0.007	2.09166480250978e-206	"Cycling B"	"GINS1"
"HIST1H2BF"	1.59044590062795e-210	0.587230464181164	0.164	0.009	3.01962058693222e-206	"Cycling B"	"HIST1H2BF"
"MCM8"	4.1923723508884e-210	0.251014453165939	0.183	0.017	7.95963814539672e-206	"Cycling B"	"MCM8"
"MRPS16"	6.49806816000411e-210	0.355360734910417	0.583	0.258	1.23372322085838e-205	"Cycling B"	"MRPS16"
"CCP110"	6.52454231676048e-210	0.265807774701888	0.212	0.03	1.23874960426015e-205	"Cycling B"	"CCP110"
"NFYB"	2.26060337656235e-209	0.306711814630155	0.367	0.114	4.29198157074128e-205	"Cycling B"	"NFYB"
"WDR54"	2.96504970213175e-209	0.292954136677541	0.293	0.072	5.62944336446734e-205	"Cycling B"	"WDR54"
"SLC43A3"	5.91897042129136e-209	0.271770224016619	0.208	0.029	1.12377572418638e-204	"Cycling B"	"SLC43A3"
"CHTF18"	8.76007210349207e-209	0.258412387391717	0.179	0.016	1.663187289569e-204	"Cycling B"	"CHTF18"
"GINS3"	8.97946383504339e-209	0.269999812578247	0.224	0.036	1.70484100372134e-204	"Cycling B"	"GINS3"
"SRSF3"	2.9687693338472e-208	0.50368542893572	0.883	0.646	5.63650545724229e-204	"Cycling B"	"SRSF3"
"H3F3A"	7.16949689446431e-208	0.331361087092863	0.996	0.988	1.36120068038299e-203	"Cycling B"	"H3F3A"
"EXOSC3"	2.93932799154377e-206	0.30278982238998	0.421	0.148	5.580608124745e-202	"Cycling B"	"EXOSC3"
"SUV39H1"	3.08967161880253e-206	0.236007040557733	0.174	0.014	5.86605053545848e-202	"Cycling B"	"SUV39H1"
"NTAN1"	4.54484797397561e-206	0.264594132062899	0.277	0.064	8.6288483633901e-202	"Cycling B"	"NTAN1"
"YWHAQ"	1.24460871513271e-205	0.453927861343577	0.795	0.485	2.36301410655096e-201	"Cycling B"	"YWHAQ"
"HIST1H4D"	1.0849957425632e-204	0.371198968986833	0.157	0.008	2.0599729168305e-200	"Cycling B"	"HIST1H4D"
"RPP30"	1.50289656691947e-203	0.302602667405031	0.4	0.138	2.8533994219533e-199	"Cycling B"	"RPP30"
"RBX1"	2.84692254362357e-203	0.467400248123879	0.879	0.605	5.40516714132372e-199	"Cycling B"	"RBX1"
"CYC1"	5.12079627050753e-203	0.395555078227214	0.623	0.303	9.72234379918559e-199	"Cycling B"	"CYC1"
"HIST2H2BF"	6.41406724690577e-203	0.501015855576052	0.173	0.015	1.21777480749753e-198	"Cycling B"	"HIST2H2BF"
"EEF1B2"	1.13451577979782e-202	0.390815229457333	0.987	0.909	2.15399165952415e-198	"Cycling B"	"EEF1B2"
"LRRCC1"	2.16992982337119e-202	0.260890631134805	0.181	0.018	4.11982876265253e-198	"Cycling B"	"LRRCC1"
"PSMG1"	7.27684860682633e-202	0.283939502520314	0.244	0.049	1.38158247649205e-197	"Cycling B"	"PSMG1"
"MRPL37"	1.74884779333435e-201	0.358491092933412	0.543	0.236	3.3203624204246e-197	"Cycling B"	"MRPL37"
"RHEB"	1.88649234924254e-201	0.295552691140131	0.411	0.145	3.58169437427188e-197	"Cycling B"	"RHEB"
"CDK2AP2"	3.82935284393736e-201	0.457343273071834	0.764	0.436	7.27040930949947e-197	"Cycling B"	"CDK2AP2"
"SNRPD3"	4.28050594838826e-201	0.463476550583428	0.833	0.54	8.12696859360996e-197	"Cycling B"	"SNRPD3"
"CCT6A"	1.71222523650839e-200	0.450056956517585	0.674	0.356	3.25083083403484e-196	"Cycling B"	"CCT6A"
"UQCC2"	2.90647266530491e-200	0.338928622996224	0.502	0.204	5.5182290023479e-196	"Cycling B"	"UQCC2"
"NRM"	3.3291316132487e-200	0.27379219560898	0.299	0.078	6.32068928091398e-196	"Cycling B"	"NRM"
"HACD3"	3.45437182571503e-200	0.26700923922824	0.271	0.063	6.55847034830255e-196	"Cycling B"	"HACD3"
"MT2A"	4.19217339272674e-200	0.455903914355116	0.272	0.065	7.959260403431e-196	"Cycling B"	"MT2A"
"MCMBP"	4.28281921851423e-200	0.269036870353489	0.277	0.066	8.13136056827111e-196	"Cycling B"	"MCMBP"
"ZNF367"	6.95762808150667e-200	0.221554391289786	0.166	0.013	1.32097526755486e-195	"Cycling B"	"ZNF367"
"ILF2"	8.84252365935328e-200	0.442304217683752	0.698	0.373	1.67884154196481e-195	"Cycling B"	"ILF2"
"RMI1"	9.98716841088807e-200	0.271848587452241	0.237	0.046	1.89616379449121e-195	"Cycling B"	"RMI1"
"MRPL13"	9.1965766890419e-199	0.336208070486217	0.54	0.234	1.7460620501815e-194	"Cycling B"	"MRPL13"
"CNTLN"	1.31459104312418e-198	0.255033304841718	0.207	0.032	2.49588255447556e-194	"Cycling B"	"CNTLN"
"TMEM97"	1.95006876071887e-198	0.248756486657569	0.215	0.035	3.70240054910085e-194	"Cycling B"	"TMEM97"
"RBBP7"	2.34411430745275e-198	0.469406161818307	0.759	0.438	4.45053542412978e-194	"Cycling B"	"RBBP7"
"JPT2"	3.18375437547442e-198	0.247718488563006	0.246	0.05	6.04467605727573e-194	"Cycling B"	"JPT2"
"GPN3"	3.39051617479251e-198	0.263469469162236	0.303	0.081	6.43723400946107e-194	"Cycling B"	"GPN3"
"SLIRP"	8.04543227871665e-198	0.50898672527984	0.741	0.431	1.52750577243714e-193	"Cycling B"	"SLIRP"
"RABL6"	1.19601987637296e-197	0.292517746080231	0.315	0.09	2.2707633372817e-193	"Cycling B"	"RABL6"
"MZT1"	1.42819446318985e-197	0.374990963712166	0.619	0.295	2.71157000781225e-193	"Cycling B"	"MZT1"
"PRPSAP1"	3.72998249413478e-197	0.270747429125698	0.272	0.065	7.08174476336429e-193	"Cycling B"	"PRPSAP1"
"NDUFS5"	7.15533565528266e-197	0.514153954991293	0.773	0.473	1.35851202751197e-192	"Cycling B"	"NDUFS5"
"RNASEH2B"	9.10127948878852e-197	0.311887614691306	0.512	0.212	1.72796892374139e-192	"Cycling B"	"RNASEH2B"
"UBE2E3"	1.19989962367627e-196	0.264418280430793	0.405	0.141	2.27812942551176e-192	"Cycling B"	"UBE2E3"
"TCF3"	1.52932944420384e-196	0.302841899222099	0.477	0.188	2.9035848827654e-192	"Cycling B"	"TCF3"
"MAGOHB"	1.65471017367346e-196	0.265481674221027	0.285	0.073	3.14163273573644e-192	"Cycling B"	"MAGOHB"
"PCNT"	2.8550219970553e-196	0.270531931306823	0.257	0.057	5.42054476360919e-192	"Cycling B"	"PCNT"
