"Cycling B"	"LZ GC"	"DZ GC"	"GC"	"prePB"	"FCRL2/3high GC"
"TMSB4X"	76.7395546442345	94.3119358981553	87.4958228943706	94.1267625592317	66.6659411329023	81.219778241929
"AC079171.1"	0	0.00859436570573064	0.000428688080722309	0.000696636381793241	0	0
"LINC02154"	0.0018265948969439	0.00423472344393	0	0	0	0
"TCEANC"	0.0226159173019268	0.0344937496912345	0.0244526580495464	0.0318174700482052	0.0529650816476098	0
"RAB9A"	0.417124340980781	0.517763792083061	0.588186077012035	0.6288942007655	1.15393315911585	0.288219471421166
"TRAPPC2"	0.269859316546828	0.17382023913007	0.426985407563528	0.375227055847424	0.253074342139369	0.381951736963202
"OFD1"	0.786743724364663	0.827139575588759	1.03871672160617	1.0515562446461	0.675294649622153	1.09297498147938
"GPM6B"	0.009891461985231	0.0204509197050497	0.0185768631028424	0.016556029883959	0	0.00544118191177015
"GEMIN8"	0.142899715132486	0.269280652071314	0.174695957690115	0.151315341743882	0.240927294949549	0.156568175849859
"FANCB"	0.305278432517532	0.0450939627538722	0.0474851808672472	0.0513768322655961	0.0038077425113128	0.00710556308745243
"MOSPD2"	0.142057825764093	0.151197910968785	0.13936375801205	0.193809524213011	0.109611516612643	0.173619919903192
"PIGA"	0.103258169501728	0.0832456748541286	0.112063572482232	0.078987263933855	0.0571375674546214	0.03470582567253
"VEGFD"	0.0291099901248131	0.0135728570827741	0.0674036880296048	0.0266763827219914	0.0913056464925937	0
"PIR"	0.00771540144906164	0.00257302899546375	0.000692576363989326	0.000536045685135234	0.0496449359113939	0
"CLTRN"	0.000530610904744668	0	0.00556434182574454	0.00264013750148083	0	0
"CA5B"	0.0743193510983091	0.118232902302455	0.095693659975472	0.108710676101379	0.0927546064355098	0.165179365524981
"ZRSR2"	0.194046685589093	0.231235334539926	0.282865425732715	0.30887798306716	0.363548649611391	0.248683221649672
"AP1S2"	0.360367392701188	0.3491065805713	0.335625675591202	0.438672559531114	0.746569623885102	0.211416980984904
"GRPR"	0.000708847253675842	0	0	0	0	0
"CTPS2"	0.191164674108402	0.355117978879116	0.383386022947818	0.210820645837705	0.230052728940051	0.362454300162754
"SYAP1"	1.06727219080471	1.39875257980659	1.71547567690881	1.11279698834377	1.2189059050627	1.06363163301964
"TXLNG"	0.320403873758724	0.430247051146877	0.39367818033065	0.331709411963961	0.334507949192209	0.280090604478266
"RBBP7"	2.70478116118938	1.18316759575381	2.66061214528338	1.29895869564792	1.18583535853813	1.27416987406481
"REPS2"	0.00100829321608936	0	0.000527230339870603	0.000864015831534884	0	0
"SCML1"	0.0579403048708807	0.0394487040024597	0.019435890555127	0.0482154702923712	0	0
"RAI2"	0.00180047489808953	0.00274013066587093	0	0	0	0
"SCML2"	0.0203056492514189	0.00500797408291741	0.00445265943697506	0.00282107298330257	0	0
"CDKL5"	0.00524132098475547	0	0.00307849980070884	0.00896112066416533	0.00427910185075434	0.0105735517406181
"PHKA2"	0.0779370576444056	0.0957687506006734	0.0763382058488404	0.135318087228475	0.0798041781730176	0.153012922524122
"ADGRG2"	0.00174650818742405	0	0	0	0	0
"PDHA1"	0.42722386787136	0.592592585634066	0.347681376926773	0.403970250634149	0.19766503916266	0.36240932303427
"SH3KBP1"	1.52173319373042	1.38481953062472	1.68106113943454	1.8274830581302	1.77720138496891	1.30183644752612
"BCLAF3"	0.0303352624531489	0.040518787465185	0.0622588128811295	0.0517481539551188	0.0706623485094378	0.117367375154406
"MAP7D2"	0.001714771693115	0	0.000571101248827101	0.000651071368760087	0	0
"EIF1AX"	1.52315135894486	1.80077226495498	0.995314665388915	1.05381252256007	1.02185877423179	0.930096737372499
"RPS6KA3"	0.142387615928911	0.145072764087899	0.10426891936226	0.160512485431037	0.152879895767792	0.267993352551121
"CNKSR2"	0.0768586609923053	0.0526079420640024	0.0338171206332891	0.0716292792122695	0.0242115440964078	0.13040947633524
"KLHL34"	0.0161393707433134	0.0188877203326081	0.0145201029517819	0.0195493852486681	0.0175991885885487	0.00830203466265512
"MBTPS2"	0.0528556007105783	0.124965408629706	0.0736092258754657	0.0812076348976424	0.0940494651640181	0.159218782782636
"YY2"	0.00698742838717076	0.00339627306578853	0.0041152664953649	0.00915197568138393	0.00232970008838882	0
"SMS"	1.86003768555812	2.74007812859712	0.858897574499788	0.957073402018533	0.956140571862799	0.954424459628319
"PHEX"	0.00160042240591531	0	0	0.00270053846802877	0	0
"PTCHD1"	0.000127379527595444	0	0.000802660852833577	0.00234417846780617	0.013701239003043	0.00585214211810091
"PRDX4"	0.229519217773938	0.502722771209153	0.13087126405918	0.192413059422235	0.284412251311639	0.211153278353858
"ACOT9"	0.127249658087448	0.167798927349913	0.114778971972638	0.166013410477633	0.0727196608278265	0.10516552422424
"AC131011.1"	0.000705590067449503	0.00100398098540332	0.00733175903961392	0.000795107352290147	0	0
"SAT1"	2.12071132879824	2.38698286565289	4.05583694303736	4.03719555225808	4.15821644155841	2.35186046447187
"APOO"	0.126112835934614	0.0780491177892506	0.0628399081903023	0.0700625389214264	0.0586910855870624	0.0815327673480985
"CXorf58"	0.00123619769124259	0	0	0	0	0
"KLHL15"	0.0455769838540969	0.0571424127259235	0.0285836821780016	0.0489859283891248	0.0444986104846594	0.0297172856257903
"EIF2S3"	2.01569881620944	2.38530848794482	2.55802279841072	2.42267302251126	2.2348205175271	2.50862137216366
"ZFX"	0.239270336837965	0.356651276081401	0.361846669689472	0.333532259535017	0.458990154738769	0.305225062551532
"PDK3"	0.278004302375855	0.226650423694915	0.322272468229383	0.357041588945977	0.283321482317452	0.217665597553958
"POLA1"	0.263591566275516	0.101606231515567	0.0818895465764843	0.0628312948992713	0.0666524069866349	0.0415261351621199
"CXorf21"	0.105728873789988	0.104841346251386	0.0930194972471035	0.0855898953077396	0.0567028584706687	0.0787361306126991
"GK"	0.192473342066535	0.143382054254654	0.109188163421183	0.171628104862257	0.105532782195797	0.125308938006846
"TAB3"	0.0719816926250147	0.0597587582866748	0.0903024296593295	0.097389771262177	0.0850708122129102	0.118382069934374
"TAB3-AS2"	0.000251791568248663	0	0.000341478016567284	0	0	0
"DMD"	0.232679414918356	0.326968490555006	0.492118941157887	0.40680216529348	0.20007427101293	0.365994509479277
"LANCL3"	0.00150774680629113	0	0	0.00270690764769442	0.00851392068601767	0
"XK"	0.00290098186256005	0.00642143471577267	0.000892576538413058	0	0	0
"CYBB"	0.545722571025405	1.00788019169591	0.977196209151033	1.23491542776357	1.49466416673435	0.884495243733559
"DYNLT3"	0.203176375385591	0.231285130386358	0.207412833602205	0.2574288102818	0.202410325427805	0.178297619869789
"RPGR"	0.118091205870026	0.127092597578207	0.16535244815387	0.174439050651901	0.0632388018783442	0.0495202522725235
"MID1IP1"	0.151602006591658	0.0557253406770325	0.258057089616028	0.0659649782127314	0.0904285564290581	0.123517160037319
"MID1IP1-AS1"	0.0005452624158312	0	0	0	0	0
"AC108879.1"	0.00259481863815162	0	0.0375182308789146	0.00522785915521394	0.0116125810703316	0.0278327491298285
"LINC01281"	0.00850861761011837	0.00213898847662738	0.00434730149178704	0.00448597758888481	0	0
"BCOR"	0.298878170022764	0.344045389030235	0.246566467383617	0.292601039313558	0.340214167558086	0.405112823949972
"ATP6AP2"	0.324984569512035	0.499359068066972	0.423199043294425	0.507592161064419	0.52882669474997	0.443723366775652
"CXorf38"	0.212558780931671	0.301874120139267	0.322897043557645	0.306510272176117	0.279012977669273	0.350237163110436
"MED14"	0.264197118946912	0.19126476452837	0.173038107079605	0.225395813345849	0.247282075280021	0.219687274657907
"MED14OS"	0.0369162014410427	0.0397705548327267	0.0523677093801778	0.0765031301907609	0.0740951448381827	0.0611929348815795
"USP9X"	0.451678817579319	0.47684046409837	0.52796059104741	0.495462831032345	0.336049776150655	0.320475937986622
"DDX3X"	0.922524939111217	1.10612027253473	1.05157175019591	1.07529912626627	1.00660532066057	1.20730047044841
"NYX"	5.74869503760342e-05	0	0.000227250255321343	0	0.0049096525733453	0
"CASK"	0.0281558992958359	0.0379971882739916	0.0247821874387833	0.024724238151616	0.0114445763018969	0.0175908001371768
"GPR34"	0.0203521755437816	0.0204710215026679	0.0179802788880619	0.0339708354590931	0	0.0256489176156766
"GPR82"	0.0502563750793069	0.0957715144112087	0.0451376823120566	0.103998986375214	0.00614030724869411	0.10077427335743
"PPP1R2C"	0.00999312784323565	0.0134640207095293	0.0251268783355718	0.0244528015396331	0.0655639130682201	0.134417320107409
"MAOB"	0.00102506925159632	0.00382080719901209	0	0	0.0066232271276786	0
"FUNDC1"	0.277493375406207	0.220659627091822	0.272272675804498	0.246438443187208	0.259328398391437	0.299978179709506
"KDM6A"	0.243513683801436	0.238359679535666	0.423468023602418	0.332224510879185	0.272156120788126	0.167282610885025
"CXorf36"	0	0.00273654938089675	0	0.00193766398890753	0	0
"MIR222HG"	0.0593857797763434	0.134816010071706	0.0374940061088321	0.0728922342372628	0.020542882113779	0.10929809456996
"AC234772.2"	0.000863772448778248	0.00365091952059046	0	0	0	0
"KRBOX4"	0.0938846582377967	0.0968874426944426	0.158183997856407	0.165602778939914	0.139926196731847	0.121013224116735
"ZNF674"	0.00993959583616146	0.00550006938011454	0.0101394175173986	0.0133386363837842	0.00825293969194309	0.0600314591550016
"ZNF674-AS1"	0.0232759086214187	0.0155843648291142	0.0323202279594148	0.0191589597608542	0	0.0203009411516318
"CHST7"	0.00742278876955548	0	0.0041350746517781	0.00658315953757936	0.00728852880317255	0
"SLC9A7"	0.269380348272614	0.283182920614472	0.634977795304642	0.392307036967808	0.211277187283688	0.358371279133393
"RP2"	0.237856267789236	0.13285212229164	0.239734300886625	0.220097284470729	0.194914355542633	0.254009711577513
"LINC01545"	0.00130288183700227	0	0	0	0	0
"JADE3"	0.0176780995240422	0.0516422327741902	0.024261388100203	0.00635606239260077	0.0139297554415383	0.0719266983226684
"NDUFB11"	3.25749976264495	2.50245316623261	2.75221116083976	2.57677591993734	2.67196630768169	2.70777731297294
"RBM10"	0.372818365271813	0.254178524267939	0.332121859935327	0.298466506320577	0.39907505426646	0.309126417606793
"UBA1"	0.950935959362771	0.67843452450981	0.864286216176765	0.788700108990203	0.836324401813954	1.03461331113494
"CDK16"	0.327351558448037	0.218173027406116	0.179487068390675	0.193944620550778	0.132513716934316	0.316352155779506
"USP11"	0.534902165436366	0.485774213909218	0.614489222505195	0.688704659581842	0.61867308565117	0.88229356968689
"ZNF157"	0.000946559214480697	0.000916926798799486	0	0.00289424146721742	0	0.00915398839274272
"ZNF41"	0.0327978754473485	0.0311231167853682	0.0468034041701491	0.0526925667475339	0.075647780764321	0.0269881284473146
"LINC01560"	0.0097970304484629	0.0172872516015647	0.0133200500875124	0.00561081646449724	0.00461158466961685	0.013063289022657
"ARAF"	0.276140389041294	0.335992621239495	0.354697222703334	0.337601131824595	0.221972611981902	0.268638121011843
"SYN1"	0.00117056476172434	0	0	0	0	0
"TIMP1"	0.0301038080379174	0.0197365864255839	0.0136620068575815	0.0227138291844034	0.0460489558239542	0.0581320014120388
"CFP"	0.00406027970395369	0.012299748312591	0.00281947466265346	0.00448542549419764	0	0.0134504056642348
"ELK1"	0.14791910085095	0.169267302169977	0.0977342196575963	0.14424564956953	0.23209149049254	0.141987893520476
"UXT"	2.62195672310608	2.33245146599314	2.92921790945198	2.56041204792597	2.15613942018475	2.93223102391038
"UXT-AS1"	0.00444091152710007	0.0103147348601222	0.013867450781872	0.00908569252821958	0	0.037320674160658
"ZNF81"	0.0330944894981874	0.0795710144991378	0.029233969630221	0.0588211910625382	0.0208723919859291	0.0516916010906003
"ZNF182"	0.034766328271914	0.025532515990866	0.034149765951353	0.0343063645044279	0.0225504472918292	0.0332828955346473
"ZNF630"	0.00802523800985452	0	0.0118289733623919	0.0125507282620273	0.025035550481684	0
"SLC38A5"	0.018737484505579	0.0149986707395908	0.00140273954844641	0.00346690954228856	0.0224693085172042	0.0224710779551246
"FTSJ1"	0.166784109832866	0.251552985495457	0.0837550358905686	0.127234205739641	0.123953550977544	0.0948976805459172
"PORCN"	0.00311730329816666	0.00137242267599091	0.00181273811449105	0.0065159239937355	0.0474562326268913	0
"EBP"	0.413476596196879	0.124006477297179	0.105167584157775	0.119671244870576	0.250539237386021	0.197038948031362
"TBC1D25"	0.0484126603633208	0.0722665674329657	0.0725561110436958	0.0711702316793078	0.0725199421841726	0.0586912452770627
"AC115618.1"	0.0204729138265453	0.00528984325986296	0.021406376681078	0.0214052033869998	0.0188324936974522	0.00703270489082429
"RBM3"	4.66213881965816	6.26518765413499	4.95785029335478	4.56597806223243	4.00897058028664	3.76503749554209
"WDR13"	0.156374334479432	0.17977659528212	0.253721828701569	0.231856559997785	0.226526726778452	0.228863555779796
"WAS"	1.60110871154299	1.52090992169194	2.25613853520056	2.1121265742074	1.92732335586396	1.5581364069937
"SUV39H1"	0.210618796304835	0.0442484654203526	0.0382101263436447	0.0202715152251252	0.0093440391104101	0.0555973586586531
"AC231533.1"	0.00203906474674371	0.00741497067749846	0	0.00239973519247727	0	0.0169602091220124
"GLOD5"	0.00201827223354319	0.00166257258168427	0.00901971352314085	0.00928042880816612	0	0
"HDAC6"	0.169619924674617	0.15369697284406	0.11530315731485	0.18517332005322	0.118422556859046	0.246216225622003
"ERAS"	0.000475689467301542	0	0.00169274767649222	0	0	0
"PCSK1N"	0.00334608240983266	0.00119928536983382	0.00133948388337369	0.00537916110038443	0.019017046880824	0
"TIMM17B"	0.816459161771329	0.719051947483298	0.90656463521894	0.725672430176739	0.849963014610244	0.605862505488916
"PQBP1"	0.627447208701135	0.714406531513185	0.807715788210781	0.795562994247336	0.77600768709781	0.75437935601887
"SLC35A2"	0.0752502516015764	0.124603395681963	0.0938863542605863	0.0976168768594629	0.102814939113685	0.0558757547029481
"PIM2"	0.442417494623484	0.526163834049323	1.21370362004548	0.811532253262182	0.927269094231185	2.10141787008836
"OTUD5"	0.174027897169552	0.222049550890983	0.23076441502153	0.219056871486934	0.173929541459659	0.290627010348384
"KCND1"	0.00330047277391	0.00209904996998359	0.00355615054181277	0.00452163180486583	0	0.010596542983817
"GRIPAP1"	0.224772567066901	0.287986390382874	0.260342027511701	0.352087792507561	0.346137383318257	0.265094296705779
"TFE3"	0.0615004100059079	0.0828863168904824	0.0723965453312328	0.0914363114390183	0.0777682288430343	0.106088115075623
"CCDC120"	0.0134694151251989	0.0221334299339386	0.0228408371678857	0.0228926625576755	0.00495331009900676	0.00744373282358651
"PRAF2"	0.0794462806779934	0.0941511872524762	0.0764653202140199	0.0609523991060757	0.0460322779895011	0.050664008713792
"WDR45"	0.264899398340773	0.328252822652888	0.423570497997783	0.365642324594293	0.49819289951536	0.44615249493485
"GPKOW"	0.117025993977035	0.102293055843122	0.117851970044747	0.107902863983896	0.1532954146677	0.069823277611371
"MAGIX"	0.00650270392379812	0.00240287172005007	0.00492819737053295	0.00386371940123183	0	0.0161762041566374
"PLP2"	0.32969575393873	0.135294817894637	0.245696618084544	0.201110765763064	0.0783448384780645	0.264384170719115
"PRICKLE3"	0.0418456419814156	0.0880427161829793	0.0529028524501929	0.0653861415393382	0.0577873211445485	0.0578189342940724
"SYP"	0.0177313810422296	0.0060505744823392	0.0144190618589985	0.013353351393293	0.0296101527291678	0.027369965294884
"CACNA1F"	0.00118128487826975	0.013101940173863	0.00263908132847948	0.00340422318424641	0	0.00544118191177015
"CCDC22"	0.142214816608466	0.2728905024966	0.164986604896768	0.24921248977266	0.210625431900757	0.274747214765853
"FOXP3"	0.00625114172981792	0.0084194112895044	0.00452244597604214	0.00604456413345221	0	0
"PPP1R3F"	0.0143377111378718	0.00827808463652208	0.0161878316848951	0.0148793315506587	0.0329092409203163	0.0342953932264321
"AC232271.1"	0.00494660545024789	0	0.00794444425252877	0.00246741721445763	0.00864746698397106	0
"USP27X-AS1"	0.000600410998605606	0	0	0	0.00620370485253794	0
"USP27X"	0.00237196455381687	0.00396178305592928	0.00381637103544754	0.00450411132828011	0	0.00879739597079265
"CLCN5"	0.00860422468432115	0.0213520095018021	0.00112050097940845	0.00864739379501122	0	0
"CCNB3"	0.00225329210605043	0	0.0013768653000569	0.000959132120987624	0	0
"SHROOM4"	0.000398763064623889	0	0.000766812537415659	0	0	0
"NUDT10"	0.00178747972532687	0.0042486130056537	0	0.000406763649696609	0	0
"AC233976.1"	0.0149159282137601	0.0456507796691358	0.021125016282292	0.0356421609498566	0.11184990945755	0
"AL158055.1"	0.000111111422223093	0	0.00212506891817822	0.000643647638704618	0	0
"NUDT11"	0.00111314287957776	0.00612623407540601	0	0.000598150125034311	0	0
"GSPT2"	0.0919012643534077	0.12168518710711	0.150539921209416	0.133496428572181	0.0976639926106836	0.228697271556728
"MAGED1"	0.27285527589105	0.235690294704922	0.300840031430338	0.382427013236739	0.256562325024959	0.373977525185626
"FAM156B"	0.000310287442165288	0	0	0.00048087828379157	0	0
"FAM156A"	0.0236952996582397	0.0416335038601564	0.0233530322183281	0.0469488757080344	0.0181099100463636	0.0176031544852838
"TSPYL2"	0.315354267238139	0.579032485216175	0.399415233186749	0.741985941405828	0.470108838436757	0.583863907877542
"KANTR"	0.0366694418416614	0.0212199084657809	0.025637627018449	0.0596069756052894	0.126144656898903	0.0907067229612206
"KDM5C"	0.217742973971877	0.362352568969889	0.365724163596702	0.336779117020585	0.349729476068321	0.530578302169827
"IQSEC2"	0.000547522087840159	0	0	0	0	0
"SMC1A"	1.45661318212438	0.618917743077227	0.461146730685275	0.474513551393279	0.321825681415168	0.412609365923874
"RIBC1"	0.00389860458711844	0.0016573086732432	0.00169063108046035	0.00236554195271264	0	0.00655847801335831
"HSD17B10"	1.03984519251634	0.949608782023045	0.968524162364425	0.773879096249876	1.22381475682797	0.744636835676253
"HUWE1"	0.524811195118944	0.527942367342113	0.530324439832765	0.455123686009501	0.498251490187211	0.674608937918047
"PHF8"	0.133522057309232	0.183814437407182	0.170490542669086	0.180923812053754	0.0807934956322621	0.344397431999331
"FAM120C"	0.0675021064209329	0.0728050306931287	0.054723429564412	0.0643268769157284	0.123563922750738	0
"WNK3"	0.00132784490596104	0	0.00237064586852916	0.00372790627861688	0	0
"TSR2"	0.368518866108822	0.262258891736854	0.37341087254468	0.284325007742498	0.333910037741318	0.29579980319854
"GNL3L"	0.126466960328833	0.255881864137386	0.139290419594874	0.182493471599705	0.120868678881991	0.135029805440935
"MAGED2"	0.182922779405678	0.191998964387867	0.274940739082344	0.253593478160818	0.20483012762414	0.487605047501588
"TRO"	0.0174398593996987	0.00968301063690866	0.0110401136171379	0.0119410200353886	0.0185631798328558	0.0184454573182233
"PFKFB1"	0.0015205495925454	0	0	0.000470926194092231	0	0
"APEX2"	0.314348250700885	0.260887243898789	0.188043829652956	0.220450165027749	0.339760758111201	0.25535568438887
"FAM104B"	0.506741788595491	0.323386991831386	0.492261632087955	0.329629264182024	0.585032613004449	0.268502578909404
"MTRNR2L10"	0.00061516294846482	0.00192047910576347	0	0.00133538467234602	0	0
"PAGE5"	0.0229212153256184	0.0153974711183631	0.0107450309744308	0.023657422513288	0.078346618257992	0.0424198643279238
"MAGEH1"	0.135512923130349	0.255913693550756	0.136948013498197	0.140590306926616	0.11742106428789	0.135413560648656
"USP51"	0.026887745478374	0.00389092189557933	0.00994357120892822	0.0253317338840055	0.00827288611214063	0.0249700244878679
"RRAGB"	0.0940930955141489	0.323513066524109	0.196411174117295	0.250687480358289	0.216454873647494	0.100708666682142
"AL445472.1"	0.0308513619150038	0.0406884580732677	0.130694824299449	0.0661842317358613	0.0351013422105116	0.0409832879039193
"KLF8"	0.00697242566946099	0.00860547025335722	0.0271290738302978	0.00981816206296153	0.028512630407734	0
"UBQLN2"	0.240102943252158	0.243059894030517	0.289580675392454	0.29894997417194	0.318698988056864	0.180560578802069
"AL354793.1"	0.00117382412119021	0.00192003883086532	0.000341478016567284	0	0	0
"NBDY"	0.521201256687948	0.71075810782298	0.881828867803342	0.945908186376238	1.46000988833456	0.967560031571751
"SPIN3"	0.0134793756012155	0.0330908747038602	0.0199284129110784	0.0129855448779024	0.0363184607004142	0.0544753837751967
"SPIN2B"	0.0600502322492362	0.111720699873364	0.0911680979848072	0.0979673119237761	0.059047622472026	0.0978009930245057
"AL022157.1"	0.0317433554165863	0.0580344817301989	0.068506930439993	0.0591255755240092	0.0884665271551753	0.105796818191324
"SPIN2A"	0.0010046623140642	0	0.00357029330542925	0.00289559719154622	0	0.0091666758333425
"FAAH2"	0.0351266501997806	0.0663143402467105	0.0672957762430859	0.0321740942368792	0.0609496027579811	0.0121162774918336
"ZXDB"	0.0172577789160492	0.0403799370213616	0.0228032581741675	0.033562338894409	0.0516637913422619	0.0142385778825628
"ZXDA"	0.0133312571974641	0.0319443427253726	0.0128710660032332	0.0261678965768819	0.0360846733812642	0.0351160462442319
"SPIN4"	0.0627015382870974	0.0121128782476343	0.0343088968847292	0.0198384484721289	0.00833997751542062	0.0280484465909693
"SPIN4-AS1"	0.000285560556416357	0	0	0.000558429700150614	0	0
"ARHGEF9"	0.209091334129552	0.145256816470242	0.194999281741941	0.235474977426442	0.206314642877419	0.168036379580522
"AMER1"	0.00841461331793247	0.0112384379381462	0.00178834149595788	0.00562057114672847	0	0
"MTMR8"	0.0226120438787056	0.0140385679843416	0.0312942216919396	0.0255544304948985	0.013857062318267	0.0124106201314592
"ZC4H2"	0.0198618619083056	0.00281037951317181	0.00887914227448497	0.0199510046066754	0.0510330684865447	0.0285862680980911
"ZC3H12B"	0.00192074614800558	0.00125003125078127	0	0.00357800777495257	0	0.00605813874591681
"LAS1L"	0.328496232826154	0.360875125032483	0.24078985776865	0.184935480850549	0.250979872635431	0.174242192989781
"MSN"	0.923852223317669	1.02288948339238	0.964632010235787	1.12778684838748	1.06615953773158	1.03372319088706
"AL034397.3"	0.0164837136593541	0.0606079491322549	0.0399201601603121	0.0582808339260907	0.0508881921267892	0.116162665180961
"AR"	0.00361205078918518	0.00933198726007754	0.00506874070425902	0.0045864067817677	0	0.0293758225230306
"OPHN1"	0.00039117086938302	0	0	0	0	0
"YIPF6"	0.121161208101471	0.199464092711786	0.172855286561426	0.187061459313377	0.173715713286624	0.182188129273383
"EFNB1"	0.00914060375180934	0.00806055180946716	0.00757777886814144	0.00635582284082171	0	0
"PJA1"	0.0701954614353008	0.145057300888295	0.0616082070386174	0.0765021857669895	0.114423719889024	0.152614053592939
"EDA"	0.000267458797447754	0	0	0.000371851911017623	0	0
"IGBP1"	1.05846045652237	0.861264486665776	1.84474126808642	1.39831630989121	1.36780101523302	1.35527578314517
"PDZD11"	0.567045198539656	0.387323423437758	0.370686979596315	0.397108408950385	0.421322804555546	0.463671340641572
"KIF4A"	0.36902390795368	0.0221577038004553	0.059566753395101	0.0120992480551788	0	0
"DLG3"	0.0365867877224128	0.0130445972727144	0.0141006721314213	0.0137297085745543	0.0209106227048504	0.0158061783189813
"DLG3-AS1"	0.000808874703899221	0	0.000341478016567284	0.00236311852392883	0	0
"SLC7A3"	0.0117095120890629	0.00338460674085048	0.00329790340569815	0.00302892819870756	0	0.00605813874591681
"SNX12"	0.137816756243147	0.155561956804081	0.129891359952477	0.13966541706264	0.119656710480142	0.0840031782028675
"FOXO4"	0.00851543750092023	0.014472929772565	0.0194645117976406	0.0102596019144586	0	0.0150925171300069
"CXorf65"	0.00127337227815632	0	0	0.000413156181878292	0	0
"IL2RG"	0.178321336103748	0.361889797541612	0.245373533696305	0.298191004985387	0.350793738480765	0.223027200028709
"MED12"	0.0964636537071489	0.13490323841542	0.104038595061929	0.115780522859362	0.0945421005776219	0.104166349128351
"NLGN3"	0.00124436795665226	0.00111328052375841	0.00617973282737149	0.0016001885301882	0.00768442819785558	0
"AL590764.1"	0.0688699873064362	0.0682103627598248	0.0936797256935219	0.109669603990628	0.0967301315356352	0.0838384234816657
"ZMYM3"	0.0822534995272982	0.073466161100949	0.058774969979013	0.0828394121577905	0.0491403085485097	0.213110414610847
"NONO"	2.19267436913821	1.67178848858042	1.74803928274165	1.48818431232394	1.55294793846022	1.30365136244134
"ITGB1BP2"	0.00711310761022366	0.00191018574073087	0.00242364768648551	0.0104294287404178	0	0
"TAF1"	0.155955444252498	0.183203835805579	0.182438361709164	0.201803062094793	0.118582142450723	0.184867508090103
"OGT"	0.473877266931701	0.73157851588367	0.827289512053836	0.887628280887855	0.946280977535599	1.6942928092388
"GCNA"	0.00970273362358347	0.0161455635945795	0.0184984427428918	0.0230142435529819	0.0138621452394796	0.0127555575964448
"CXCR3"	0.0174889193940336	0.0103265005397897	0.0100618368151211	0.0187039306909389	0	0
"LINC00891"	0.00881060367865885	0.00828329124931707	0.00599577314955311	0.0121341165572522	0.112327388108454	0.0921647131306874
"NHSL2"	0.00207723800852742	0.00557670244172692	0.00532812834237933	0.00272972782872687	0	0
"RTL5"	0.000474284273244604	0	0.00259599499398903	0.00177329771842196	0	0
"PIN4"	0.5360507699257	0.449942304728405	0.508156543968444	0.445333190826654	0.381576006521026	0.446016965470302
"ERCC6L"	0.086350890859291	0.0149251681201666	0.00339185233455555	0.000568797853125956	0.0038077425113128	0
"RPS4X"	39.0707349146234	36.799879674109	41.1552234138794	36.7705882682565	36.2102446549347	54.6905627305393
"CITED1"	0.00181249665089769	0	0	0.00107663376912556	0	0
"HDAC8"	0.18903996867257	0.219930153952312	0.221125856126559	0.249686140230815	0.176340142900066	0.292233305610353
"PHKA1"	0.00303382867504672	0	0.0016901027582477	0.00660515915681651	0	0.0107353730542136
"NAP1L2"	0.00079205715064083	0	0	0	0	0
"CHIC1"	0.0283374878887331	0.0523800007321344	0.0611177264208074	0.0759543777508175	0.0592638197523751	0.110699449989574
"TSIX"	0.00965038786827531	0.0136659168152386	0.00620275707901405	0.0210133229190313	0.0204925128656273	0.0178341400545719
"XIST"	0.366202736972367	0.497314064211441	0.3224060659498	0.620875132264029	0.48863012555538	1.39281089381151
"JPX"	0.432209857040603	0.520001651048617	0.670222604270325	0.57097270577724	0.618770911951496	0.613985539657469
"FTX"	0.0753063632177731	0.14580099137199	0.119820245535649	0.159280717363587	0.100084944752765	0.182452348311708
"AL353804.1"	4.92175485188931e-05	0.00172134608575368	0.00150022991023374	0.00364866827541354	0	0
"SLC16A2"	0.0180581815726712	0.00853627867816471	0.0106254904137169	0.113570942530886	0.0803759530258836	0
"RLIM"	0.187723583202287	0.183107498684289	0.213581342026646	0.205837016541687	0.193015569740561	0.143178269062703
"ABCB7"	0.303795430829193	0.359505154046855	0.363685058601279	0.446076174817737	0.532419246405912	0.336345162776305
"UPRT"	0.0779449608653654	0.121742717875702	0.0915286595329497	0.112346000202829	0.0661548969210284	0.0872490797161926
"ZDHHC15"	0.000575616269897658	0	0	0	0	0
"PBDC1"	0.335247781210175	0.480718745847985	0.306919958275997	0.35834087684977	0.296117678099662	0.377115169779858
"MAGEE1"	0.00765135150847739	0.00247277195782316	0.00731163048884926	0.00681395514671099	0.00358273722557128	0
"ATRX"	1.27712133005328	1.31476895416192	1.42330376845438	1.86401817529895	1.68171214967857	1.98300284331641
"MAGT1"	0.156708456122156	0.213312822909349	0.18429291992617	0.18620115352354	0.203870313809736	0.174075380712364
"COX7B"	3.09625243309491	2.24010137716178	2.47734641916523	1.90211315166826	1.79374068423685	1.88818424194691
"ATP7A"	0.0476235400827262	0.0703699761875111	0.0593497418378147	0.0950044619848455	0.105376221563665	0.105000790625449
"PGK1"	2.82969439803168	3.28318746462116	2.37594076746232	2.43451238044566	2.87055294256657	1.76968030380298
"PGAM4"	0.000411503536302132	0	0	0.000221989311037082	0	0
"TAF9B"	0.0930509930750004	0.0218933025676709	0.046224856330477	0.0198887128351804	0.0262983525241133	0.075859869339716
"CYSLTR1"	0.0230409060433602	0.0349650490701142	0.0128811466420526	0.0249271806573716	0.0496846036622894	0.0268280823090372
